Group.1	X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
c:Nassophorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	68	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	18	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Novel-clade-10-12	35	65	0	1438	812	1147	444	279	408	170	246	57	26	480	359	554	230	393	458	126	1101	385	520	43	2616	2653	506	1144	572	205	250	0	0	140	17	1678	210	86	249	461	154	37	448	482	0	16	0	32	0	22	11	9	7	25	18	32	37	2	15	12	17	19	27	0	10	24	58	274	124	94	72	108	15	20	17	21	0	19	3	7	27	21	26	76	29	0	44	35	41	48	38	9	41	20	0	0	14	4	0	26	4	16	14	20	43	51	47	27	77	0	0	161	248	197	384	376	422	131	11	52	130	280	14	110	0	4	128	164	322	14	267	75	167	166	204	14	378	814	110	10
c:Oligohymenophorea	18	500	99	33	162	83	137	28	337	0	0	0	238	312	17	298	344	0	0	0	114	0	0	539	0	0	59	34	499	47	116	458	162	0	231	295	232	168	114	343	82	228	141	0	0	275	0	235	1854	334	463	160	26	283	354	62	239	318	87	3056	3119	6298	3975	42	179	153	708	539	2443	398	148	139	66	90	87	64	43	124	53	25	14	15	10	5	11	30	0	9	10	60	45	8	82	185	110	208	231	35	71	107	92	47	102	435	154	443	118	145	102	95	51	0	0	95	50	119	22	372	88	85	204	109	267	32	404	166	68	55	1855	111	23	0	64	71	32	261	339	2428	441	33
c:Opalozoa	238	210	189	691	47	377	102	396	803	87	91	212	69	810	874	2665	679	1060	498	340	1702	193	655	152	2928	4866	2430	780	984	1680	1759	1218	186	603	87	1949	2164	284	947	1556	307	195	562	652	0	62	0	77	134	263	290	161	190	197	164	291	221	105	135	143	68	71	300	250	106	88	166	175	102	63	191	150	94	67	305	234	75	133	104	188	228	127	223	322	64	435	220	311	233	644	247	112	427	472	48	41	405	131	100	446	60	87	114	174	166	124	128	164	434	1523	1156	571	1346	843	319	420	583	272	121	163	296	132	42	144	309	104	359	1577	546	145	565	305	436	674	372	89	235	303	474	77
c:Pedinophyceae	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Perkinsida	281	1060	4178	6444	4379	7400	26551	14490	21313	17620	20158	20857	45	38820	15430	16727	3518	1283	131	67	380	223	277	1206	60	879	3654	1386	781	12612	23524	22766	17111	8685	1122	8979	4375	1411	2387	1568	2826	175	2921	1817	0	747	0	528	963	1239	391	576	254	254	230	140	190	82	173	319	214	383	1847	223	359	160	559	955	508	2619	2250	2902	2821	2708	180	2168	1112	1171	217	76	56	8	26	12	41	495	62	9	9	95	50	35	549	1203	303	173	349	138	66	105	38	53	89	105	174	120	113	187	692	10266	11652	5780	8358	5043	2614	5508	6117	1591	152	786	8678	13499	438	10313	12180	176	5535	21729	10036	272	4768	3728	2783	3322	4831	7504	5641	7329	13942	153
c:Peronosporomycetes	468	275	84	23	408	60	98	52	0	23	44	0	52	205	35	1287	148	0	0	0	0	39	0	92	0	0	0	10	0	0	0	94	0	26	75	78	149	0	205	522	227	588	239	49	0	0	0	93	157	289	74	84	166	197	185	360	203	97	232	208	43	171	70	258	59	83	102	252	153	88	55	46	290	155	421	380	201	416	374	595	214	79	26	27	0	343	21	19	2	16	8	9	19	59	8	7	205	0	23	183	31	188	408	385	182	167	148	53	894	103	0	172	90	127	0	6	118	496	72	55	74	30	34	0	43	174	0	68	68	79	0	63	403	23	191	11	0	44	0	27
c:Phyllopharyngea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	48	0	0	0	0	115	0	3	0	31	70	56	143	444	243	0	107	0	442	0	169	7	57	15	0	0	0	5	64	36	25	0	8	3	18	18	3	0	193	0	20	0	3	38	0	0	0	0	0	8	0	22	8	13	0	0	0	0	0	0	0	19	153	37	11	17	49	0	74	9	0	0	0	8	26	30	268	136	96	197	10	0	0	0	27	0	10	0	0	42	0	0	0	0	0	270	175	0	112	0	0	0	9	0	0	0	0	0	0	0	0	0	0
c:Pirsoniales	0	0	441	0	0	0	0	37	313	21	78	0	0	0	57	583	0	0	0	176	0	0	0	0	0	37	0	21	0	0	0	0	0	0	0	41	0	0	16	114	0	32	33	247	0	19	0	31	6	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	22	98	0	13	0	2	42	62	18	9	0	8	4	12	5	0	0	0	0	5	3	0	18	0	0	12	8	4	0	0	8	0	0	0	0	22	0	21	10	31	37	32	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	7	38	0	0	0	91	0	0	0	13	0	0	0	0	25
c:Prostomatea	40	37	0	0	56	0	12	0	0	19	0	0	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	106	0	52	121	0	2	0	0	0	0	0	0	12	0	0	0	45	0	19	22	45	45	54	245	41	44	55	20	50	20	93	42	38	72	60	0	6	75	57	63	10	55	186	54	39	59	0	13	26	0	12	0	15	31	0	0	0	24	23	0	10	8	18	51	16	81	38	31	15	43	26	0	0	0	4	0	5	0	57	46	0	64	0	0	0	0	21	6	0	38	0	0	0	14	16	0	13	0	0	0	0	32	61	0	0	0	0	27	0	0	0
c:Prostomatea_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	28	0	0	4	16	11	27	26	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	32	0	0	0	0
c:Prostomatea_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Prymnesiophyceae	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Pterocystida	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	101	0	84	0	0	0	8	0	14	8	3	0	3	0	0	3	0	0	0	0	3	14	0	28	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	52	39	5	0	6	6	12	32	28	38	40	98	104	0	12	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Sagenista	0	21	0	0	0	0	0	23	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	3	12	7	9	13	0	7	5	7	0	0	6	0	0	10	4	13	7	7	13	29	0	0	31	0	16	16	0	0	0	13	13	9	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	8	0	0	0	0	0	0	19	0	0	0	42	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6
c:Spirotrichea	1623	9126	5803	2680	4733	948	376	476	4626	2354	393	1248	6784	3607	438	8761	4171	2389	1632	1323	1912	2785	3155	12294	1063	1344	828	903	19555	822	573	6970	17387	16415	9438	4165	2458	14620	12299	13764	5854	4854	2169	1570	0	3593	0	7508	5798	6687	10307	6681	3481	6152	5522	6304	3296	7504	5059	5067	2867	3468	9550	8125	13536	9675	5913	12989	6826	3247	5796	9078	3998	8852	8692	6886	3809	3555	2725	5488	9101	8903	6848	7880	6683	6906	6663	6404	4155	10933	7501	9053	3543	1939	8177	5363	6480	10212	8868	7259	7308	6885	7505	6277	1684	1887	3140	5334	2489	4909	10303	1704	2002	3514	9549	5185	8833	9716	4142	14533	2546	4443	2857	11301	10767	2988	1661	4666	1030	4480	1597	3876	1238	7807	3027	2624	2126	6261	3590	12071
c:Synchromophyceae	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	27	0	0	0	48	0	108	0	0	0	168	27	32	0	0	0	0	0	0	0	74	36	155	9	188	145	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	4	0	0	0	29	162	248	82	139	41	0	0	0	0	0	33	0	29	52	0	63	222	0	0	178	376	92	19	0	0	77	0	0	12
c:Trebouxiophyceae	28	0	0	0	88	0	0	31	0	0	11	9	0	0	0	533	72	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	58	0	37	281	225	575	261	110	0	125	0	65	74	64	41	35	70	26	3	8	7	25	36	54	4	7	79	74	168	73	24	95	27	23	15	17	61	67	29	172	31	54	58	23	54	9	22	29	4	94	0	0	0	0	0	0	0	17	0	32	32	26	24	119	101	178	95	132	114	324	170	25	46	0	24	173	124	58	70	73	60	125	44	0	19	0	222	60	74	335	75	187	157	16	23	114	5	36	903	10	0	0	272	97
c:Ulvophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c:Variosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	93	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	86	0	0	20	3	0	0	3	0	12	8	30	12	5	0	3	0	0	6	0	7	11	0	8	0	28	0	5	12	0	7	0	0	0	0	15	12	15	27	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
Unclassified	3423	731	818	1793	952	1274	940	360	1137	630	280	626	882	866	440	822	405	772	1042	1161	1329	3057	2566	2540	1553	2288	2643	1132	2612	2099	1728	1713	111	44	732	208	135	232	218	1148	504	212	63	87	0	141	0	310	422	651	668	660	692	748	905	1293	620	848	1476	1603	765	424	1005	622	427	420	602	1148	1045	427	877	1682	936	627	534	2123	506	497	323	285	551	266	373	449	328	606	838	353	275	569	541	542	580	465	244	183	738	259	250	365	63	74	152	148	159	115	163	606	5889	400	214	219	491	2199	1274	1338	2163	847	669	1544	1423	1590	172	200	805	264	1111	2026	636	1680	2033	2491	707	3266	2381	1400	3201	844	957	384
